Date,Precipitation,Temp Max,Temp Min,Wind,-
2012/08/03,0.0,27.2,55.040000000000006 F,3.9076720312477295,s
2012/08/04,0.0,33.9,62.06 F,3.71847308374207,s.
2012/08/05,0.0,,64.03999999999999 F,1.9206600998446721,s
2012/08/06,0.0,28.3,60.08 F,2.522577020279844,Rain
2012/08/07,0.0,,59.0 F,2.6107589514277953,Drizzle
2012/08/08,0.0,22.2,59.0 F,3.129264178478031,sun
2012/08/09,0.0,,57.92 F,3.8059314735992267,d
2012/08/10,0.0,,53.96 F,2.3067707592443756,s
2012/08/11,0.0,,55.94 F,2.536533484077773,sun
2012/08/12,0.0,,59.0 F,3.004734752639889,s.
2012/08/13,0.0,30.6,59.0 F,2.8302454624323614,s
2012/08/14,0.0,28.9,57.019999999999996 F,2.8214116613358704,s
2012/08/15,0.0,31.1,62.06 F,4.715586731830779,s.
2012/08/16,nan,,64.94 F,2.8248404278348693,s
2012/08/17,0.0,,60.980000000000004 F,1.8388520000891964,Sun
2012/08/18,0.0,21.7,57.92 F,3.0059618865475017,Drizzle
2012/08/19,0.0,23.3,59.0 F,2.7327264057136924,driz.
2012/08/20,0.0,25.6,59.0 F,1.9315152059928105,s.
2012/08/21,0.0,23.3,55.94 F,3.008086705726876,Rain
2012/08/22,0.0,,55.94 F,2.3263864462734283,Sun
2012/08/23,0.0,21.1,57.019999999999996 F,3.804787200809671,Sun
2012/08/24,0.0,,50.0 F,3.311952649986712,Sun
2012/08/25,0.0,26.1,53.06 F,3.2289492569697527,s.
2012/08/26,0.0,21.1,53.96 F,3.4395939554224526,s.
2012/08/27,0.0,23.9,55.94 F,1.8020774968889188,sun
2012/08/28,0.0,22.8,53.96 F,3.236575481521679,s.
2012/08/29,0.0,22.8,55.94 F,2.411197013435832,Sun
2012/08/30,0.0,22.8,55.040000000000006 F,1.9204568861260485,s
2012/08/30,0.0,22.8,55.040000000000006 F,1.9204568861260485,s
2012/08/31,0.0,22.2,51.08 F,2.9096734138607014,Sun
2012/09/01,0.0,21.7,51.08 F,2.112375626422139,Sun
2012/09/02,0.0,,50.0 F,2.0141638840103617,s.
2012/09/03,0.0,22.8,55.040000000000006 F,3.3203671465968565,sun
2012/09/04,0.0,,51.980000000000004 F,3.108282685274707,s
2012/09/05,0.0,26.1,53.06 F,2.636277865977813,s
2012/09/06,0.0,28.3,57.92 F,4.231136143981099,sun
2012/09/07,0.0,32.2,55.94 F,3.112328513788192,Sun
2012/09/08,0.0,25.0,55.94 F,3.0277517587947966,s.
2012/09/09,0.3,18.9,57.019999999999996 F,5.016737776586705,Rain
2012/09/10,0.3,20.0,53.06 F,3.9210695804496187,r
2012/09/11,0.0,20.0,48.019999999999996 F,4.2187631227541695,s
2012/09/12,nan,22.2,50.0 F,5.622979847491791,Sun
2012/09/13,0.0,27.8,53.06 F,3.610162582531456,s
2012/09/14,0.0,,51.980000000000004 F,1.5267683481121628,s.
2012/09/15,0.0,22.2,51.980000000000004 F,1.911885802312569,s
2012/09/16,0.0,24.4,48.92 F,2.329163342920952,s.
2012/09/17,0.0,27.8,53.06 F,2.2299438529519624,Fog
2012/09/18,0.0,,53.06 F,1.4351737646099076,Sun
2012/09/19,0.0,,53.06 F,1.9322966282619392,driz.
2012/09/20,0.0,19.4,50.0 F,2.5352178103497978,driz.
2012/09/21,0.0,16.1,55.040000000000006 F,2.11856544138465,driz.
2012/09/22,0.3,19.4,53.06 F,1.109512415620636,r
2012/09/23,0.0,19.4,50.0 F,1.4325940063024933,Fog
2012/09/24,0.0,,50.0 F,1.8313446144048557,f
2012/09/25,0.0,,51.980000000000004 F,1.7206320565114916,s
2012/09/26,0.0,19.4,48.92 F,1.7110165999562779,driz.
2012/09/27,0.0,,50.0 F,1.7009357190846777,d
2012/09/28,0.0,,53.96 F,1.1190145252356558,rain
2012/09/29,0.0,20.6,53.96 F,4.328680051869002,sun
2012/09/30,0.0,21.1,46.04 F,3.1359789556763684,sun
2012/10/01,0.0,23.3,48.019999999999996 F,3.0322352968763573,sun
2012/10/02,0.0,,50.0 F,4.1309006734606974,sun
2012/10/03,0.0,18.9,46.04 F,7.3328223382525834,s.
2012/10/04,0.0,18.9,46.94 F,6.539434065309758,s
2012/10/05,0.0,21.7,48.019999999999996 F,5.718634596429293,s
2012/10/06,0.0,23.9,46.04 F,5.129027546928669,sun
2012/10/07,0.0,23.9,46.04 F,1.3010282027558906,s
2012/10/08,0.0,21.1,46.04 F,1.9178656413280555,sun
2012/10/09,0.0,16.1,48.019999999999996 F,1.6121033042835924,d
2012/10/09,0.0,16.1,48.019999999999996 F,1.6121033042835924,d
2012/10/10,0.0,,46.94 F,1.4349488202816636,driz.
2012/10/11,0.0,13.9,44.96 F,1.3052615521094824,Drizzle
2012/10/12,nan,,48.019999999999996 F,4.620364852219049,rain
2012/10/13,4.8,15.6,53.96 F,3.9050912106000584,r.
2012/10/14,16.5,,55.94 F,3.4170374312149465,r.
2012/10/15,7.9,17.2,51.980000000000004 F,4.621224122202779,rain
2012/10/16,0.0,16.1,46.94 F,5.522381248074559,sun
2012/10/17,0.0,14.4,42.980000000000004 F,1.632625453184397,s.
2012/10/18,20.8,17.8,44.06 F,2.0379449313126567,rain
2012/10/19,4.8,,48.92 F,5.3023574561292754,rain
2012/10/20,0.5,11.1,42.980000000000004 F,5.720890832509372,Rain
2012/10/21,6.4,11.7,39.92 F,2.707115374188023,Rain
2012/10/22,8.9,7.8,37.94 F,2.6239717023099227,rain
2012/10/23,0.0,11.1,42.08 F,3.0370367131897744,r.
2012/10/24,7.1,11.7,42.980000000000004 F,2.11482217172192,r
2012/10/25,0.0,11.7,44.06 F,1.5378556370282987,sun
2012/10/26,1.5,11.1,44.96 F,2.5340320966210537,rain
2012/10/27,23.1,14.4,48.92 F,5.117486416116617,r
2012/10/28,6.1,14.4,50.0 F,3.8278465795263106,r
2012/10/29,10.9,15.6,50.0 F,4.900243275091592,r
2012/10/30,34.5,,53.96 F,2.8352619375115413,Rain
2012/10/31,14.5,15.6,51.980000000000004 F,2.7094222621869526,Rain
2012/11/01,9.7,,51.08 F,3.0157472939502816,Rain
2012/11/02,5.6,15.0,51.08 F,1.0083703668062631,r.
2012/11/03,0.5,15.6,51.980000000000004 F,3.6309725145173988,rain
2012/11/04,8.1,17.8,55.040000000000006 F,3.819097098594791,Rain
2012/11/05,0.8,15.0,46.04 F,4.02197942140445,r.
2012/11/06,0.3,12.8,44.06 F,3.522291159839227,r.
2012/11/07,0.0,12.2,39.019999999999996 F,3.405593333366953,r
2012/11/08,0.0,10.0,33.98 F,3.400398749581328,r
2012/11/09,0.0,,33.98 F,2.0277847902272255,Rain
2012/11/10,0.0,7.8,30.92 F,2.215158907157114,sun
2012/11/11,15.2,8.9,33.98 F,3.015614763510195,rain
2012/11/12,3.6,,42.980000000000004 F,3.010396427780618,rain
2012/11/13,5.3,,46.04 F,2.502096391986985,r.
2012/11/14,nan,,41.0 F,2.631688483767058,r.
2012/11/15,0.0,9.4,37.04 F,2.4315589921877843,driz.
2012/11/16,5.6,9.4,35.96 F,1.6135828745123186,r.
2012/11/17,6.1,12.2,42.980000000000004 F,5.333717716264765,rain
2012/11/18,7.9,,42.980000000000004 F,4.933047458066943,rain
2012/11/18,7.9,,42.980000000000004 F,4.933047458066943,rain
2012/11/19,54.1,,46.94 F,6.0369974052439535,r
2012/11/20,3.8,11.1,44.96 F,4.239892971095885,rain
2012/11/21,11.2,8.3,39.019999999999996 F,5.521979851815292,r.
2012/11/22,nan,,37.04 F,1.5162475521952175,r.
2012/11/23,32.0,,42.980000000000004 F,2.4283496284387587,Rain
2012/11/24,0.0,8.9,39.019999999999996 F,1.230740950617759,rain
2012/11/25,0.0,8.3,33.98 F,3.611721766804839,drizzle
2012/11/26,0.0,,35.06 F,3.8118804976762513,f
2012/11/27,0.0,10.0,35.06 F,1.5218387469437182,s
2012/11/28,2.8,,35.96 F,2.91250460319715,r.
2012/11/29,nan,12.8,46.04 F,4.203043558220698,Rain
2012/11/30,nan,15.0,46.04 F,4.60848687893413,rain
2012/12/01,4.1,13.3,46.94 F,5.5149976797134315,rain
2012/12/02,19.6,8.3,44.96 F,6.213552678285866,Rain
2012/12/03,13.0,,44.96 F,4.40265326166218,rain
2012/12/04,14.2,,44.96 F,6.222994441355832,r
2012/12/05,1.5,8.9,39.92 F,5.0182175048515765,Rain
2012/12/06,1.5,,42.980000000000004 F,5.1140946110639005,rain
2012/12/07,1.0,7.8,37.94 F,4.603663542191495,r
2012/12/08,0.0,6.7,37.94 F,2.0069347536139976,s
2012/12/09,1.5,6.7,37.04 F,2.1371436065257674,r.
2012/12/10,0.5,7.2,42.08 F,1.8333630884311711,rain
2012/12/11,3.0,7.8,42.08 F,4.527695527495431,Rain
2012/12/12,8.1,6.7,39.92 F,2.010041691117215,r
2012/12/13,2.3,7.2,37.94 F,2.817231718027236,r
2012/12/14,7.9,6.1,33.98 F,1.7284555764677663,r.
2012/12/15,5.3,4.4,33.08 F,5.135025853673011,Snow
2012/12/16,nan,6.7,37.94 F,5.512452880351516,sn.
2012/12/17,2.0,8.3,35.06 F,9.51201065260097,r
2012/12/18,3.3,3.9,33.08 F,5.302292950370238,snow
2012/12/19,13.7,8.3,35.06 F,5.819981112915283,Snow
2012/12/20,13.2,7.2,33.08 F,3.720248191226197,rain
2012/12/21,1.8,8.3,28.94 F,1.7367823259240278,rain
2012/12/22,3.3,8.3,39.019999999999996 F,3.5384055686326557,r.
2012/12/23,6.6,7.2,37.94 F,2.522718853433569,r
2012/12/24,0.3,5.6,37.04 F,2.827107136665668,rain
2012/12/25,13.5,5.6,37.04 F,4.22998528390352,Snow
2012/12/26,4.6,6.7,37.94 F,4.936346924534761,r.
2012/12/27,4.1,7.8,37.94 F,3.2015235559122868,Rain
2012/12/28,0.0,,39.019999999999996 F,1.7065616554437526,rain
2012/12/28,0.0,,39.019999999999996 F,1.7065616554437526,rain
2012/12/29,1.5,5.0,37.94 F,1.7169920356312027,Rain
2012/12/30,0.0,4.4,32.0 F,1.801968548887746,driz.
2012/12/31,0.0,,30.02 F,2.000017103324902,driz.
2013/01/01,0.0,5.0,26.96 F,2.7131087366278708,s
2013/01/02,0.0,,30.02 F,3.229219558961318,Sun
2013/01/03,4.1,6.7,28.94 F,3.0383907330742153,r.
2013/01/04,2.5,10.0,35.96 F,2.8097492467834977,r.
2013/01/05,3.0,6.7,39.92 F,3.121179967069935,r
2013/01/06,2.0,7.2,37.04 F,3.0139396204226525,r.
2013/01/07,2.3,10.0,39.92 F,7.3033570884829295,rain
2013/01/08,16.3,11.7,42.08 F,6.3327404341110745,Rain
2013/01/09,38.4,10.0,35.06 F,5.116586814988885,r
2013/01/10,0.3,,30.92 F,2.1146086112218367,snow
2013/01/11,0.0,2.8,26.96 F,1.9203309679123595,drizzle
2013/01/12,0.0,2.8,24.98 F,2.036350303748247,Sun
2013/01/13,0.0,2.2,24.08 F,1.526081557748214,s
2013/01/14,0.0,3.3,28.04 F,1.3266676642533963,s.
2013/01/15,0.0,,30.92 F,2.3131946596191524,s
2013/01/16,0.0,6.1,24.98 F,1.805690676223986,driz.
2013/01/17,0.0,3.9,26.96 F,1.0268078534568414,Drizzle
2013/01/18,0.0,3.3,30.02 F,1.3122530530406626,Drizzle
2013/01/19,0.0,1.1,30.92 F,1.9284712881855417,drizzle
2013/01/20,0.0,3.3,30.92 F,2.1021922584174715,drizzle
2013/01/21,0.0,2.2,28.94 F,1.1074573586104812,drizzle
2013/01/22,0.0,3.3,28.94 F,0.6179961356411287,Drizzle
2013/01/23,5.1,,35.96 F,3.121806963655931,r.
2013/01/24,5.8,,33.98 F,2.6274193137131934,Rain
2013/01/25,3.0,10.6,37.04 F,2.1270690485489605,Rain
2013/01/26,2.3,8.3,39.019999999999996 F,4.5011926109276565,rain
2013/01/27,1.8,,39.019999999999996 F,4.52383299771997,r
2013/01/28,nan,6.1,37.94 F,3.219416149906836,rain
2013/01/29,4.3,8.3,41.0 F,3.9004752314087296,r
2013/01/30,3.6,,44.06 F,3.913693584540675,r.
2013/01/31,3.0,9.4,44.96 F,4.018296256225712,r.
2013/02/01,0.3,11.7,41.0 F,2.923470097168027,r.
2013/02/02,0.0,6.1,37.04 F,2.032496698344219,drizzle
2013/02/03,2.3,8.9,37.04 F,2.9255288256339327,rain
2013/02/04,0.0,10.6,44.06 F,2.609742273837777,rain
2013/02/05,3.3,10.0,44.06 F,5.114983650314199,Rain
2013/02/06,1.0,10.6,42.980000000000004 F,4.509600378557559,rain
2013/02/06,1.0,10.6,42.980000000000004 F,4.509600378557559,rain
2013/02/07,1.3,9.4,37.94 F,4.131857670465989,Rain
2013/02/08,0.0,7.8,35.96 F,1.3180312144365869,s.
2013/02/09,0.3,8.3,39.92 F,1.302893089566222,rain
2013/02/10,0.0,8.9,35.06 F,2.0224753561971047,Drizzle
2013/02/11,nan,,39.92 F,1.412069998835113,r.
2013/02/12,1.0,,44.96 F,5.6351429566654945,r.
2013/02/13,2.3,9.4,44.96 F,4.101074127367132,rain
2013/02/14,1.0,9.4,42.08 F,2.2156451333167215,r
2013/02/15,0.0,,41.0 F,2.430428101506894,d
2013/02/16,0.0,11.1,39.019999999999996 F,5.63366487344779,r.
2013/02/17,0.0,9.4,39.92 F,3.4179664397198932,r
2013/02/18,0.0,7.8,39.019999999999996 F,1.9179099436378506,r
2013/02/19,0.0,10.6,35.06 F,3.436271631948739,Sun
